ds,pi,gap,nr_acc,gain,nV,nS,follow,ok
gpqa_main,30243,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30244,0.22499999999999998,0.625,-0.025000000000000022,11,9,0.625,False
gpqa_main,30245,0.91875,0.75,0.0,3,28,0.96875,False
gpqa_main,30246,0.35625,0.0,0.1,1,20,0.65625,False
gpqa_main,30247,0.0,0.0,0.3,0,0,0.0,False
gpqa_main,30248,0.15625,0.0,0.05,1,4,0.15625,False
gpqa_main,30249,0.0625,0.375,0.525,0,2,0.0625,False
gpqa_main,30250,0.4375,0.0,0.1,1,13,0.4375,False
gpqa_main,30251,0.0,0.75,0.19999999999999996,0,0,0.0,False
gpqa_main,30252,0.29375,0.25,-0.04999999999999999,7,12,0.59375,False
gpqa_main,30253,0.1625,0.0,0.1,1,9,0.3125,False
gpqa_main,30254,0.25,0.375,-0.375,5,27,1.0,False
gpqa_main,30255,0.25625,0.0,0.0,5,8,0.40625,False
gpqa_main,30256,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30257,0.34375,0.75,0.25,7,4,0.34375,False
gpqa_main,30258,0.25,0.0,0.15,0,8,0.25,False
gpqa_main,30259,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30260,0.09375,0.0,0.1,1,2,0.09375,False
gpqa_main,30261,0.04375,0.5,0.30000000000000004,0,3,0.09375,False
gpqa_main,30262,0.012499999999999956,0.25,-0.25,10,8,0.5625,False
gpqa_main,30263,0.475,0.5,0.15000000000000002,1,19,0.625,False
gpqa_main,30264,0.16249999999999998,0.0,0.0,3,15,0.5625,False
gpqa_main,30265,0.125,0.125,-0.125,0,4,0.125,False
gpqa_main,30266,0.0,0.125,0.775,0,0,0.0,False
gpqa_main,30267,0.68125,0.375,-0.325,9,16,0.78125,False
gpqa_main,30268,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30269,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30270,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30271,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30272,0.40625,1.0,-0.050000000000000044,13,0,0.40625,False
gpqa_main,30273,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30274,0.03125,0.0,0.45,0,1,0.03125,False
gpqa_main,30275,0.03125,0.125,0.625,0,1,0.03125,False
gpqa_main,30276,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30277,0.0,0.0,0.85,0,0,0.0,False
gpqa_main,30278,0.03125,0.0,0.05,0,1,0.03125,False
gpqa_main,30279,0.0,0.0,0.05,0,0,0.0,False
gpqa_main,30280,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30281,0.09375,0.0,0.4,2,1,0.09375,False
gpqa_main,30282,0.0,0.0,0.15,0,0,0.0,False
gpqa_main,30283,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30284,0.43125,0.875,-0.22499999999999998,2,23,0.78125,False
gpqa_main,30285,0.0,0.25,0.75,0,0,0.0,False
gpqa_main,30286,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30287,0.0,0.5,0.5,0,0,0.0,False
gpqa_main,30288,0.09375,0.125,0.575,2,1,0.09375,False
gpqa_main,30289,0.24375,0.0,0.7,2,9,0.34375,False
gpqa_main,30290,-0.05,0.25,0.7,0,0,0.0,False
gpqa_main,30291,0.11875,0.25,-0.04999999999999999,0,7,0.21875,False
gpqa_main,30292,0.0625,0.0,0.0,0,2,0.0625,False
gpqa_main,30293,0.0,0.125,0.875,0,0,0.0,False
gpqa_main,30294,0.0,0.625,0.22499999999999998,0,0,0.0,False
gpqa_main,30295,0.0,0.125,0.875,0,0,0.0,False
gpqa_main,30296,0.04375,0.0,0.8,2,1,0.09375,False
gpqa_main,30297,0.1875,0.875,-0.275,5,1,0.1875,False
gpqa_main,30298,0.03125,1.0,0.0,1,0,0.03125,False
gpqa_main,30299,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30300,0.28125,0.0,0.0,7,2,0.28125,False
gpqa_main,30301,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30302,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30303,0.0,0.0,0.4,0,0,0.0,False
gpqa_main,30304,0.0,0.375,0.125,0,0,0.0,False
gpqa_main,30305,0.0,0.25,0.75,0,0,0.0,False
gpqa_main,30306,0.29375,0.375,0.42500000000000004,2,9,0.34375,False
gpqa_main,30307,0.0,0.25,-0.1,0,0,0.0,False
gpqa_main,30308,0.6375,0.25,-0.2,6,16,0.6875,False
gpqa_main,30309,0.25625,0.0,0.75,5,8,0.40625,False
gpqa_main,30310,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30311,0.0,0.125,0.125,0,0,0.0,False
gpqa_main,30312,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30313,0.18125000000000002,0.0,0.15,13,4,0.53125,False
gpqa_main,30314,0.19999999999999996,0.0,0.05,4,28,1.0,False
gpqa_main,30315,0.0,0.125,0.725,0,0,0.0,False
gpqa_main,30316,0.024999999999999994,0.25,-0.25,0,4,0.125,False
gpqa_main,30317,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30318,0.0,0.125,0.875,0,0,0.0,False
gpqa_main,30319,0.49375,0.0,0.25,7,20,0.84375,False
gpqa_main,30320,0.09375,0.0,0.75,2,1,0.09375,False
gpqa_main,30321,0.20625,0.0,0.0,3,18,0.65625,False
gpqa_main,30322,0.0,0.0,0.45,0,0,0.0,False
gpqa_main,30323,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30324,0.0,0.5,-0.45,0,0,0.0,False
gpqa_main,30325,0.0,0.375,-0.325,0,0,0.0,False
gpqa_main,30326,0.0,0.0,0.9,0,0,0.0,False
gpqa_main,30327,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30328,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30329,0.7375,0.875,-0.22499999999999998,0,30,0.9375,False
gpqa_main,30330,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30331,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30332,0.19999999999999996,0.0,0.1,6,26,1.0,False
gpqa_main,30333,0.056249999999999994,0.75,-0.050000000000000044,0,5,0.15625,False
gpqa_main,30334,0.34375,0.0,0.9,2,9,0.34375,False
gpqa_main,30335,0.0625,0.5,0.5,1,1,0.0625,False
gpqa_main,30336,0.1875,0.125,0.875,6,0,0.1875,False
gpqa_main,30337,0.0,0.5,0.35,0,0,0.0,False
gpqa_main,30338,0.0,0.5,0.5,0,0,0.0,False
gpqa_main,30339,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30340,0.25,1.0,-0.15000000000000002,6,2,0.25,False
gpqa_main,30341,0.0062500000000000056,0.0,0.0,0,5,0.15625,False
gpqa_main,30342,0.10625,0.0,0.1,4,1,0.15625,False
gpqa_main,30343,0.0,0.0,0.05,0,0,0.0,False
gpqa_main,30344,0.3375,0.0,0.2,14,0,0.4375,False
gpqa_main,30345,-0.03125,1.0,-0.25,0,7,0.21875,False
gpqa_main,30346,0.38125,0.0,0.0,0,25,0.78125,False
gpqa_main,30347,0.15625,1.0,-0.8,5,24,0.90625,False
gpqa_main,30348,0.03125,0.0,0.85,1,0,0.03125,False
gpqa_main,30349,0.7,0.0,0.05,0,24,0.75,False
gpqa_main,30350,0.012499999999999997,0.0,0.75,0,2,0.0625,False
gpqa_main,30351,0.09375,0.0,0.1,0,3,0.09375,False
gpqa_main,30352,0.41875,0.5,0.19999999999999996,5,10,0.46875,False
gpqa_main,30353,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30354,0.0,0.0,0.15,0,0,0.0,False
gpqa_main,30355,0.0,0.0,0.9,0,0,0.0,False
gpqa_main,30356,0.0,0.125,0.22499999999999998,0,0,0.0,False
gpqa_main,30357,0.0,0.625,-0.475,0,0,0.0,False
gpqa_main,30358,0.0,0.25,0.65,0,0,0.0,False
gpqa_main,30359,0.23125,0.75,-0.050000000000000044,6,3,0.28125,False
gpqa_main,30360,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30361,0.0,0.5,0.5,0,0,0.0,False
gpqa_main,30362,0.0,0.0,0.85,0,0,0.0,False
gpqa_main,30363,0.03125,0.0,1.0,1,0,0.03125,False
gpqa_main,30364,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30365,0.09375,0.125,-0.075,7,12,0.59375,False
gpqa_main,30366,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30367,0.0,0.625,-0.375,0,0,0.0,False
gpqa_main,30368,0.03125,0.0,0.85,0,1,0.03125,False
gpqa_main,30369,0.15625,0.0,0.4,3,2,0.15625,False
gpqa_main,30370,0.0,0.375,-0.325,0,0,0.0,False
gpqa_main,30371,0.125,0.25,0.55,2,2,0.125,False
gpqa_main,30372,0.09375,0.0,0.3,1,2,0.09375,False
gpqa_main,30373,0.05625000000000002,0.375,-0.375,2,19,0.65625,False
gpqa_main,30374,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30375,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30376,0.0625,0.375,-0.175,1,1,0.0625,False
gpqa_main,30377,0.10624999999999996,0.0,0.0,7,22,0.90625,False
gpqa_main,30378,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30379,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30380,0.03125,0.0,0.0,0,25,0.78125,False
gpqa_main,30381,0.0,0.0,0.0,3,29,1.0,False
gpqa_main,30382,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30383,-0.1,0.0,0.3,0,0,0.0,False
gpqa_main,30384,0.10625,1.0,-0.55,1,4,0.15625,False
gpqa_main,30385,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30386,0.0,1.0,-0.65,0,0,0.0,False
gpqa_main,30387,0.0,0.0,0.9,0,0,0.0,False
gpqa_main,30388,0.3125,0.5,0.15000000000000002,5,5,0.3125,False
gpqa_main,30389,0.21875,0.0,0.4,1,14,0.46875,False
gpqa_main,30390,0.9375,0.0,0.0,18,12,0.9375,False
gpqa_main,30391,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30392,0.0,0.375,0.525,0,0,0.0,False
gpqa_main,30393,0.0625,0.25,0.25,1,1,0.0625,False
gpqa_main,30394,0.075,0.125,-0.024999999999999994,0,4,0.125,False
gpqa_main,30395,0.0,0.0,0.45,0,0,0.0,False
gpqa_main,30396,0.03125,0.125,0.875,1,0,0.03125,False
gpqa_main,30397,0.0,0.0,0.65,0,0,0.0,False
gpqa_main,30398,0.09375,0.625,-0.575,1,2,0.09375,False
gpqa_main,30399,0.04375,0.125,0.825,1,2,0.09375,False
gpqa_main,30400,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30401,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30402,0.03125,0.0,0.0,1,0,0.03125,False
gpqa_main,30403,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30404,0.4375,0.5,0.25,1,13,0.4375,False
gpqa_main,30405,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30406,0.0,0.875,-0.07499999999999996,0,0,0.0,False
gpqa_main,30407,0.16249999999999998,0.0,0.0,2,24,0.8125,False
gpqa_main,30408,0.03125,0.0,0.15,1,0,0.03125,False
gpqa_main,30409,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30410,0.25,0.25,0.4,0,8,0.25,False
gpqa_main,30411,0.03125,0.25,0.75,1,0,0.03125,False
gpqa_main,30412,0.0,0.125,0.675,0,0,0.0,False
gpqa_main,30413,0.09375,0.375,-0.325,0,3,0.09375,False
gpqa_main,30414,0.012499999999999997,0.25,0.6,0,2,0.0625,False
gpqa_main,30415,0.01874999999999999,1.0,-0.9,0,15,0.46875,False
gpqa_main,30416,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30417,0.4375,0.625,-0.175,6,8,0.4375,False
gpqa_main,30418,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30419,0.11875000000000002,0.125,-0.075,1,14,0.46875,False
gpqa_main,30420,0.65625,1.0,-0.35,0,29,0.90625,False
gpqa_main,30421,0.012499999999999997,0.75,-0.4,0,2,0.0625,False
gpqa_main,30422,0.30625,0.5,0.0,12,1,0.40625,False
gpqa_main,30423,0.0,0.125,0.725,0,0,0.0,False
gpqa_main,30424,0.03125,0.0,0.7,1,0,0.03125,False
gpqa_main,30425,0.4875,0.125,0.625,2,20,0.6875,False
gpqa_main,30426,0.0625,0.375,-0.375,0,2,0.0625,False
gpqa_main,30427,0.075,0.375,-0.375,3,1,0.125,False
gpqa_main,30428,-0.018750000000000003,0.0,0.8,1,0,0.03125,False
gpqa_main,30429,0.46875,0.0,0.9,5,10,0.46875,False
gpqa_main,30430,0.375,0.0,0.25,0,28,0.875,False
gpqa_main,30431,0.15000000000000002,0.0,0.15,4,28,1.0,False
gpqa_main,30432,0.2,0.625,0.22499999999999998,0,8,0.25,False
gpqa_main,30433,0.21875,0.25,-0.04999999999999999,1,6,0.21875,False
gpqa_main,30434,0.0,0.5,0.44999999999999996,0,0,0.0,False
gpqa_main,30435,-0.037500000000000006,0.0,0.55,0,2,0.0625,False
gpqa_main,30436,0.03125,0.125,-0.125,1,0,0.03125,False
gpqa_main,30437,-0.03749999999999998,0.75,-0.09999999999999998,0,10,0.3125,False
gpqa_main,30438,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30439,0.0,0.0,0.8,0,0,0.0,False
gpqa_main,30440,0.0,0.125,0.775,0,0,0.0,False
gpqa_main,30441,0.03125,1.0,-0.09999999999999998,0,1,0.03125,False
gpqa_main,30442,0.0,0.375,-0.175,0,0,0.0,False
gpqa_main,30443,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30444,0.24375,0.625,-0.525,2,9,0.34375,False
gpqa_main,30445,0.10625,0.0,0.6,0,5,0.15625,False
gpqa_main,30446,0.25,0.75,-0.65,1,7,0.25,False
gpqa_main,30447,0.0,0.0,0.2,0,0,0.0,False
mmlupro,40000,0.21875,0.375,-0.325,1,6,0.21875,False
mmlupro,40001,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40002,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40003,0.0,0.0,0.85,0,0,0.0,False
mmlupro,40004,0.0,0.25,0.6,0,0,0.0,False
mmlupro,40005,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40006,0.0,0.0,0.95,0,0,0.0,False
mmlupro,40007,0.15625,0.0,0.7,1,4,0.15625,False
mmlupro,40008,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40009,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40010,0.0,0.125,0.07500000000000001,0,0,0.0,False
mmlupro,40011,0.0,0.0,0.7,0,0,0.0,False
mmlupro,40012,0.2875,0.25,-0.04999999999999999,2,20,0.6875,False
mmlupro,40013,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40014,0.41875,0.0,0.3,19,4,0.71875,False
mmlupro,40015,0.0,0.5,0.4,0,0,0.0,False
mmlupro,40016,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40017,0.0,0.75,-0.7,0,0,0.0,False
mmlupro,40018,0.0,0.5,0.5,0,0,0.0,False
mmlupro,40019,0.0,0.25,0.75,0,0,0.0,False
mmlupro,40020,0.03125,0.0,0.3,0,1,0.03125,False
mmlupro,40021,0.0,0.5,0.19999999999999996,0,0,0.0,False
mmlupro,40022,0.03125,0.0,1.0,1,0,0.03125,False
mmlupro,40023,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40024,0.325,0.625,0.275,4,8,0.375,False
mmlupro,40025,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40026,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40027,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40028,0.0625,0.125,0.024999999999999994,1,1,0.0625,False
mmlupro,40029,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40030,0.50625,0.25,0.2,2,19,0.65625,False
mmlupro,40031,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40032,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40033,0.125,0.0,0.0,2,2,0.125,False
mmlupro,40034,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40035,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40036,0.21875,0.125,0.875,4,3,0.21875,False
mmlupro,40037,0.03125,0.125,0.875,1,0,0.03125,False
mmlupro,40038,0.1875,0.125,0.875,6,0,0.1875,False
mmlupro,40039,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40040,0.9375,0.0,0.35,5,25,0.9375,True
mmlupro,40041,0.0,0.75,-0.15000000000000002,0,0,0.0,False
mmlupro,40042,0.6,0.0,0.0,28,4,1.0,False
mmlupro,40043,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40044,0.0625,0.375,0.125,0,2,0.0625,False
mmlupro,40045,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40046,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40047,0.0,0.5,-0.15000000000000002,0,0,0.0,False
mmlupro,40048,0.0,0.0,0.65,0,0,0.0,False
mmlupro,40049,0.475,0.875,-0.22499999999999998,0,20,0.625,False
mmlupro,40050,0.0,0.75,-0.050000000000000044,0,0,0.0,False
mmlupro,40051,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40052,0.41875,0.0,0.7,1,22,0.71875,False
mmlupro,40053,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40054,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40055,0.84375,0.25,0.09999999999999998,26,1,0.84375,False
mmlupro,40056,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40057,0.0,0.875,0.025000000000000022,0,0,0.0,False
mmlupro,40058,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40059,0.6125,0.0,0.0,3,23,0.8125,False
mmlupro,40060,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40061,0.0,0.0,0.95,0,0,0.0,False
mmlupro,40062,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40063,0.09375,0.0,0.0,3,0,0.09375,False
mmlupro,40064,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40065,0.575,0.0,0.15,2,18,0.625,False
mmlupro,40066,0.0625,0.0,0.05,1,1,0.0625,False
mmlupro,40067,0.04375,0.75,0.19999999999999996,3,0,0.09375,False
mmlupro,40068,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40069,0.0625,0.0,0.05,2,0,0.0625,False
mmlupro,40070,0.15625,0.875,0.07499999999999996,2,3,0.15625,False
mmlupro,40071,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40072,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40073,0.0,0.0,0.85,0,0,0.0,False
mmlupro,40074,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40075,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40076,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40077,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40078,0.0,1.0,-0.09999999999999998,0,0,0.0,False
mmlupro,40079,0.0,0.875,-0.025000000000000022,0,0,0.0,False
mmlupro,40080,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40081,0.03125,0.75,-0.3,1,0,0.03125,False
mmlupro,40082,0.43125,0.0,0.65,3,22,0.78125,False
mmlupro,40083,0.09375,0.875,0.125,3,0,0.09375,False
mmlupro,40084,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40085,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40086,0.0,0.25,0.6,0,0,0.0,False
mmlupro,40087,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40088,0.0,0.125,-0.125,0,0,0.0,False
mmlupro,40089,0.0,0.875,0.07499999999999996,0,0,0.0,False
mmlupro,40090,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40091,0.0,0.125,0.775,0,0,0.0,False
mmlupro,40092,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40093,0.575,1.0,-0.30000000000000004,1,27,0.875,False
mmlupro,40094,0.0,0.25,0.04999999999999999,0,0,0.0,False
mmlupro,40095,0.35,0.0,0.85,0,16,0.5,False
mmlupro,40096,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40097,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40098,0.0,0.25,0.75,0,0,0.0,False
mmlupro,40099,0.0,0.625,0.32499999999999996,0,0,0.0,False
mmlupro,40100,0.0,0.125,0.325,0,0,0.0,False
mmlupro,40101,0.0,0.0,0.25,0,0,0.0,False
mmlupro,40102,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40103,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40104,0.09375,0.0,0.9,3,0,0.09375,False
mmlupro,40105,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40106,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40107,0.09375,0.0,0.1,2,1,0.09375,False
mmlupro,40108,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40109,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40110,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40111,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40112,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40113,0.0,0.375,0.625,0,0,0.0,False
mmlupro,40114,0.15625,1.0,0.0,5,0,0.15625,False
mmlupro,40115,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40116,0.03125,1.0,0.0,0,1,0.03125,False
mmlupro,40117,0.03125,0.125,0.875,0,1,0.03125,False
mmlupro,40118,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40119,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40120,0.0,0.5,0.09999999999999998,0,0,0.0,False
mmlupro,40121,0.0,0.5,0.5,0,0,0.0,False
mmlupro,40122,0.0625,0.625,0.17500000000000004,2,0,0.0625,False
mmlupro,40123,0.0,0.375,0.625,0,0,0.0,False
mmlupro,40124,0.0625,0.125,-0.075,0,2,0.0625,False
mmlupro,40125,0.75,0.0,0.2,10,14,0.75,True
mmlupro,40126,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40127,0.0,0.0,0.15,0,0,0.0,False
mmlupro,40128,0.625,0.375,0.575,6,14,0.625,True
mmlupro,40129,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40130,0.0,0.0,0.15,0,0,0.0,False
mmlupro,40131,0.08750000000000002,0.0,0.0,0,30,0.9375,False
mmlupro,40132,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40133,0.5,0.0,0.25,11,5,0.5,True
mmlupro,40134,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40135,0.0,0.125,0.22499999999999998,0,0,0.0,False
mmlupro,40136,0.0,0.0,0.1,0,0,0.0,False
mmlupro,40137,0.0,0.0,0.0,8,24,1.0,False
mmlupro,40138,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40139,0.0,1.0,-0.15000000000000002,0,0,0.0,False
mmlupro,40140,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40141,0.125,0.875,0.125,4,0,0.125,False
mmlupro,40142,0.0,0.875,-0.475,0,0,0.0,False
mmlupro,40143,0.5,0.0,0.25,3,29,1.0,True
mmlupro,40144,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40145,0.40625,0.0,0.35,13,0,0.40625,False
mmlupro,40146,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40147,0.09375,0.125,0.525,0,3,0.09375,False
mmlupro,40148,0.0625,0.25,0.75,2,0,0.0625,False
mmlupro,40149,0.33125,0.375,0.375,14,3,0.53125,False
mmlupro,40150,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40151,0.0,0.25,0.75,0,0,0.0,False
mmlupro,40152,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40153,0.0625,0.0,0.5,2,0,0.0625,False
mmlupro,40154,0.29375,0.625,-0.375,0,19,0.59375,False
mmlupro,40155,0.0,0.0,0.0,13,19,1.0,False
mmlupro,40156,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40157,0.0,0.0,0.75,0,0,0.0,False
mmlupro,40158,0.0,0.625,0.375,0,0,0.0,False
mmlupro,40159,0.0,1.0,-0.050000000000000044,0,0,0.0,False
mmlupro,40160,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40161,0.0,0.25,0.75,0,0,0.0,False
mmlupro,40162,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40163,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40164,0.03125,0.25,-0.2,1,0,0.03125,False
mmlupro,40165,0.0,0.75,-0.3,0,0,0.0,False
mmlupro,40166,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40167,0.0,0.875,0.025000000000000022,0,0,0.0,False
mmlupro,40168,0.0,1.0,-0.15000000000000002,0,0,0.0,False
mmlupro,40169,0.0,0.125,0.875,0,0,0.0,False
mmlupro,40170,0.0,0.0,0.0,0,32,1.0,False
mmlupro,40171,0.0,0.75,0.19999999999999996,0,0,0.0,False
mmlupro,40172,0.0,0.0,0.05,0,0,0.0,False
mmlupro,40173,0.8875,0.0,0.7,19,11,0.9375,True
mmlupro,40174,0.1875,0.125,0.725,4,2,0.1875,False
mmlupro,40175,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40176,0.0,0.0,0.05,0,0,0.0,False
mmlupro,40177,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40178,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40179,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40180,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40181,0.0,0.0,0.8,0,0,0.0,False
mmlupro,40182,0.0,0.0,0.0,0,0,0.0,False
mmlupro,40183,0.03125,0.125,0.175,0,1,0.03125,False
mmlupro,40184,0.0,0.375,0.625,0,0,0.0,False
mmlupro,40185,0.0,0.0,1.0,0,0,0.0,False
mmlupro,40186,-0.05,0.75,0.19999999999999996,0,0,0.0,False
mmlupro,40187,0.23750000000000004,0.25,0.04999999999999999,8,22,0.9375,False
mmlupro,40188,0.53125,0.25,0.0,17,0,0.53125,False
mmlupro,40189,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40190,0.03125,0.25,0.7,0,1,0.03125,False
mmlupro,40191,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40192,0.0,0.625,-0.525,0,0,0.0,False
mmlupro,40193,0.03125,0.375,0.17500000000000004,1,0,0.03125,False
mmlupro,40194,0.24375,0.0,0.75,3,8,0.34375,False
mmlupro,40195,0.26875,0.125,0.525,3,12,0.46875,False
mmlupro,40196,0.0,1.0,-1.0,0,0,0.0,False
mmlupro,40197,0.1875,0.0,0.0,1,5,0.1875,False
mmlupro,40198,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40199,0.0,0.75,0.25,0,0,0.0,False
mmlupro,40200,0.0,0.0,0.75,0,0,0.0,False
mmlupro,40201,0.15625,1.0,-0.6,2,3,0.15625,False
mmlupro,40202,0.25,0.625,0.375,7,1,0.25,False
mmlupro,40203,0.0,0.0,0.9,0,0,0.0,False
mmlupro,40204,0.0,0.25,0.15000000000000002,0,0,0.0,False
mmlupro,40205,0.03125,0.5,-0.45,1,0,0.03125,False
mmlupro,40206,0.0,1.0,0.0,0,0,0.0,False
mmlupro,40207,0.0,0.5,0.0,0,0,0.0,False
mmlupro,40208,0.16875,0.125,-0.075,4,3,0.21875,False
mmlupro,40209,0.0,0.875,0.125,0,0,0.0,False
mmlupro,40210,0.0,0.625,-0.375,0,0,0.0,False
mmlupro,40211,0.0,1.0,-0.050000000000000044,0,0,0.0,False
mmlupro,40212,0.0,0.0,0.7,0,0,0.0,False
mmlupro,40213,0.0,0.375,0.525,0,0,0.0,False
