ds,pi,ridx,label,n,n_tokens,kurt,ent_all,ent_focused
gpqa,96,14,silent,270,5648,260.5947265625,0.893152117729187,0.24243828654289246
gpqa,96,15,silent,138,3172,127.29441833496094,0.905184805393219,0.2819710373878479
gpqa,96,16,silent,86,2095,77.009033203125,0.751528799533844,0.0854954943060875
gpqa,96,17,silent,228,4619,210.3794403076172,0.9600462317466736,0.3344852030277252
gpqa,96,18,verbalizing,350,7358,147.61199951171875,0.9809166193008423,0.33178502321243286
gpqa,96,19,silent,214,4234,195.6590118408203,0.9265739321708679,0.25672563910484314
gpqa,96,2,silent,241,4922,226.56637573242188,0.9283052086830139,0.29036572575569153
gpqa,96,3,verbalizing,302,6000,265.4774475097656,0.9741044640541077,0.3170064091682434
gpqa,96,4,silent,157,3497,144.41476440429688,0.9341899156570435,0.22747397422790527
gpqa,96,5,silent,171,3375,149.34457397460938,0.8900006413459778,0.1941937506198883
gpqa,96,6,silent,283,5915,205.98312377929688,0.9675295352935791,0.318884938955307
gpqa,96,7,verbalizing,260,5057,163.77610778808594,0.9842016696929932,0.3311331570148468
gpqa,96,8,verbalizing,242,5032,229.83486938476562,0.9694749712944031,0.27437400817871094
gpqa,96,9,silent,275,5220,215.6331787109375,0.9785045385360718,0.3323856592178345
gpqa,98,0,silent,41,935,31.86178970336914,0.5970128178596497,0.1612163931131363
gpqa,98,1,silent,45,1111,23.511404037475586,0.6613107919692993,0.26419156789779663
gpqa,98,10,verbalizing,139,3053,117.73771667480469,0.8642275333404541,0.2627770006656647
gpqa,98,11,silent,171,3448,160.16453552246094,0.9593782424926758,0.28092139959335327
gpqa,98,12,silent,181,4148,168.2654571533203,0.9326487183570862,0.3121160864830017
gpqa,98,13,silent,55,1476,41.32378005981445,0.7131593227386475,0.2956657409667969
gpqa,98,14,silent,37,1047,20.726503372192383,0.7233463525772095,0.3121684193611145
gpqa,98,15,silent,89,2021,76.24642944335938,0.8198148012161255,0.1852135956287384
gpqa,98,16,silent,65,1566,53.17515182495117,0.7403619885444641,0.14801791310310364
gpqa,98,17,silent,75,1734,58.92414474487305,0.7890710234642029,0.19907471537590027
gpqa,98,18,silent,63,1435,49.4360237121582,0.7655737400054932,0.22844438254833221
gpqa,98,19,silent,153,3731,142.80410766601562,0.9508498907089233,0.3060188889503479
gpqa,98,2,silent,63,1477,48.754146575927734,0.7616575956344604,0.28072431683540344
gpqa,98,3,verbalizing,88,1720,68.6378173828125,0.8546860814094543,0.30016380548477173
gpqa,98,4,verbalizing,105,2452,95.21961975097656,0.8851874470710754,0.16278204321861267
gpqa,98,5,silent,108,2528,98.19044494628906,0.8526192307472229,0.14900514483451843
gpqa,98,6,verbalizing,151,3366,141.7384033203125,0.9373368620872498,0.29259544610977173
gpqa,98,7,silent,35,898,17.03843879699707,0.6751387119293213,0.29934754967689514
gpqa,98,8,silent,59,1439,49.63621139526367,0.8331639766693115,0.21885092556476593
gpqa,98,9,silent,71,1592,61.94287109375,0.6393883228302002,0.2299552857875824
gpqa,9,16,silent,135,3454,106.11921691894531,0.9227007627487183,0.3278397023677826
gpqa,9,18,verbalizing,54,1717,43.57107925415039,0.7418993711471558,0.18474081158638
gpqa,9,19,silent,46,1408,36.5615348815918,0.6769310235977173,0.13247159123420715
gpqa,9,9,verbalizing,100,2761,90.9945297241211,0.858049750328064,0.2760327458381653
mmlu,104,10,silent,39,967,22.561786651611328,0.7428798079490662,0.28608158230781555
mmlu,104,11,silent,47,1085,38.02313995361328,0.76226407289505,0.1320418417453766
mmlu,104,12,silent,90,2018,80.97176361083984,0.8972486853599548,0.2394898384809494
mmlu,104,14,silent,79,1629,69.97352600097656,0.7641545534133911,0.11637397110462189
mmlu,104,18,verbalizing,51,1220,41.992679595947266,0.9240948557853699,0.18133695423603058
mmlu,104,5,silent,58,1341,43.963924407958984,0.8829788565635681,0.32214492559432983
mmlu,104,7,silent,70,1666,60.77985763549805,0.9489855170249939,0.26996251940727234
mmlu,104,8,verbalizing,88,1810,77.60713958740234,0.8118745684623718,0.13835202157497406
mmlu,106,0,silent,26,625,10.713120460510254,0.6210978031158447,0.20606748759746552
mmlu,106,1,silent,17,409,7.893034934997559,0.6371421813964844,0.25917816162109375
mmlu,106,11,verbalizing,71,1434,47.31943130493164,0.724530041217804,0.23376095294952393
mmlu,106,12,silent,23,527,11.164668083190918,0.6483322978019714,0.27793601155281067
mmlu,106,13,silent,20,452,11.065223693847656,0.619468092918396,0.22154036164283752
mmlu,106,14,silent,21,498,12.059804916381836,0.6317834854125977,0.22002243995666504
mmlu,106,15,silent,27,614,18.02608871459961,0.6472211480140686,0.22799041867256165
mmlu,106,16,silent,50,1113,35.51189422607422,0.7838749289512634,0.2375609427690506
mmlu,106,17,silent,42,826,28.11501121520996,0.7659963965415955,0.27440857887268066
mmlu,106,18,verbalizing,25,586,11.833520889282227,0.6581760048866272,0.23743227124214172
mmlu,106,19,silent,20,491,6.253507137298584,0.6605440974235535,0.2825169265270233
mmlu,106,2,verbalizing,19,444,10.070725440979004,0.639971137046814,0.2377931773662567
mmlu,106,3,verbalizing,35,791,26.030410766601562,0.7127681374549866,0.23615071177482605
mmlu,106,4,verbalizing,30,697,21.03459930419922,0.6573067307472229,0.1894119381904602
mmlu,106,5,silent,38,803,28.73832130432129,0.6910173296928406,0.23013707995414734
mmlu,106,6,silent,28,674,11.881027221679688,0.7054339647293091,0.26377272605895996
mmlu,106,7,verbalizing,31,685,21.86650276184082,0.6863889098167419,0.2445899248123169
mmlu,106,8,silent,18,446,8.486310958862305,0.6214793920516968,0.22999286651611328
mmlu,106,9,verbalizing,27,575,18.043766021728516,0.6397067904472351,0.19359837472438812
mmlu,107,1,verbalizing,101,2048,84.81250762939453,0.7644199132919312,0.30151233077049255
mmlu,107,10,silent,45,972,25.872446060180664,0.7412406206130981,0.27440837025642395
mmlu,107,13,verbalizing,72,1567,52.65778350830078,0.8832343816757202,0.3193308711051941
mmlu,107,14,silent,52,1252,24.86167335510254,0.7157371640205383,0.27214109897613525
mmlu,107,15,silent,72,1686,60.088478088378906,0.7705846428871155,0.14555566012859344
mmlu,107,16,silent,24,586,15.052286148071289,0.622595489025116,0.14627569913864136
mmlu,107,18,silent,69,1340,36.75470733642578,0.7715386748313904,0.3239259719848633
mmlu,107,3,silent,28,640,19.032798767089844,0.6887702941894531,0.24763639271259308
mmlu,107,5,silent,91,2048,81.32379150390625,0.801949679851532,0.2602449059486389
mmlu,107,6,silent,61,1345,49.789390563964844,0.9013383388519287,0.3394975960254669
mmlu,107,7,silent,62,1221,41.65027618408203,0.8311498761177063,0.3268289268016815
mmlu,107,8,verbalizing,50,1069,40.99126052856445,0.7483752965927124,0.13657929003238678
mmlu,107,9,silent,24,536,12.747159004211426,0.6542077660560608,0.22745215892791748
mmlu,110,1,silent,94,1983,84.98719024658203,0.7926666140556335,0.21841338276863098
mmlu,110,11,silent,78,1646,65.34545135498047,0.75666743516922,0.1840319186449051
mmlu,110,14,silent,65,1424,55.65241622924805,0.7425180077552795,0.2316054105758667
mmlu,110,18,silent,54,1317,44.90058135986328,0.7557040452957153,0.25502440333366394
mmlu,110,19,verbalizing,100,2048,90.30796813964844,0.7904995083808899,0.18760457634925842
mmlu,110,3,verbalizing,56,1188,46.00855255126953,0.7812134027481079,0.15653836727142334
mmlu,110,7,verbalizing,99,2048,89.78648376464844,0.8122361302375793,0.22437112033367157
mmlu,110,8,silent,67,1646,57.99750518798828,0.798321008682251,0.19209617376327515
mmlu,111,10,silent,32,639,20.892112731933594,0.8331773281097412,0.2993249297142029
mmlu,111,11,verbalizing,28,571,14.065256118774414,0.6786972880363464,0.2714611887931824
mmlu,111,12,silent,35,798,25.62579917907715,0.9439306855201721,0.24562373757362366
mmlu,111,13,verbalizing,23,509,14.054021835327148,0.5867669582366943,0.11048263311386108
mmlu,111,14,verbalizing,19,512,10.06947135925293,0.7230361104011536,0.21007487177848816
mmlu,111,15,verbalizing,37,763,28.017480850219727,0.8881957530975342,0.1564067006111145
mmlu,111,17,verbalizing,25,526,13.261263847351074,0.8643946051597595,0.30866140127182007
mmlu,111,19,verbalizing,29,653,19.925689697265625,0.7606956362724304,0.2946757972240448
mmlu,111,2,verbalizing,37,743,28.03036880493164,0.7905855774879456,0.12168315798044205
mmlu,111,3,verbalizing,31,599,13.639216423034668,0.7565400004386902,0.2799007296562195
mmlu,111,5,verbalizing,29,772,19.98101806640625,0.8416624665260315,0.17882391810417175
mmlu,111,6,verbalizing,28,743,18.047183990478516,0.7669998407363892,0.19655221700668335
mmlu,111,7,verbalizing,23,522,12.499765396118164,0.8582598567008972,0.29126447439193726
mmlu,111,8,verbalizing,18,498,9.040623664855957,0.5951067805290222,0.15287235379219055
mmlu,111,9,verbalizing,28,598,14.226308822631836,0.8084070682525635,0.2442294806241989
mmlu,115,0,silent,27,518,17.409687042236328,0.7288926243782043,0.2533225119113922
mmlu,115,1,silent,48,815,39.02172088623047,0.6752849817276001,0.13221806287765503
mmlu,115,10,silent,35,615,19.348215103149414,0.7862227559089661,0.2546241581439972
mmlu,115,11,silent,57,978,27.198726654052734,0.9475961923599243,0.3486378788948059
mmlu,115,12,verbalizing,20,415,8.545259475708008,0.622285783290863,0.15746870636940002
mmlu,115,13,verbalizing,23,581,13.527389526367188,0.6659348011016846,0.1762361079454422
mmlu,115,14,verbalizing,51,931,41.99000930786133,0.8710569143295288,0.2519984245300293
mmlu,115,15,silent,29,499,12.897649765014648,0.7838184237480164,0.30345892906188965
mmlu,115,16,silent,33,617,23.61172866821289,0.88210129737854,0.23288050293922424
mmlu,115,17,silent,35,659,23.76594352722168,0.6737132668495178,0.20841221511363983
mmlu,115,18,silent,36,652,27.025157928466797,0.71232008934021,0.2172078639268875
mmlu,115,19,verbalizing,36,603,27.007314682006836,0.5867681503295898,0.09586043655872345
mmlu,115,2,silent,25,530,14.263279914855957,0.7291900515556335,0.24831590056419373
mmlu,115,3,silent,28,508,18.7822322845459,0.7122869491577148,0.24756412208080292
mmlu,115,4,silent,35,616,26.031993865966797,0.6604128479957581,0.17486153542995453
mmlu,115,5,silent,39,628,29.611547470092773,0.7315532565116882,0.21163113415241241
mmlu,115,6,silent,27,494,17.673002243041992,0.7426217198371887,0.2770574986934662
mmlu,115,7,verbalizing,34,620,22.940465927124023,0.7004151940345764,0.20101504027843475
mmlu,115,8,silent,45,774,35.73503494262695,0.9148086905479431,0.2837691009044647
mmlu,115,9,verbalizing,41,731,31.947742462158203,0.6089800596237183,0.11342252790927887
mmlu,118,0,verbalizing,29,541,13.47862720489502,0.7319185733795166,0.2554236352443695
mmlu,118,1,verbalizing,34,692,19.311996459960938,0.7185692191123962,0.2307569682598114
mmlu,118,11,silent,29,493,19.403017044067383,0.6335133910179138,0.20834867656230927
mmlu,118,12,verbalizing,24,492,12.223154067993164,0.5819152593612671,0.1632130742073059
mmlu,118,13,verbalizing,37,608,11.872962951660156,0.670695424079895,0.2562372088432312
mmlu,118,15,verbalizing,33,635,24.03483009338379,0.6727670431137085,0.21773192286491394
mmlu,118,16,silent,32,565,18.564476013183594,0.6665279865264893,0.18622620403766632
mmlu,118,17,silent,19,711,10.07128620147705,0.5603275895118713,0.05960247665643692
mmlu,118,19,verbalizing,40,797,30.4393367767334,0.6968795657157898,0.17537494003772736
mmlu,118,2,verbalizing,36,677,27.027883529663086,0.6812203526496887,0.11762943118810654
mmlu,118,3,verbalizing,32,644,20.25156021118164,0.7427709102630615,0.18773265182971954
mmlu,118,4,verbalizing,61,1099,47.86366271972656,0.6809787750244141,0.16078439354896545
mmlu,118,5,verbalizing,29,533,19.803483963012695,0.6633361577987671,0.27261480689048767
mmlu,118,6,silent,31,555,22.012203216552734,0.6171537041664124,0.17123962938785553
mmlu,118,7,verbalizing,29,588,20.03694725036621,0.5935831665992737,0.11149599403142929
mmlu,118,8,verbalizing,51,857,36.32952880859375,0.7946129441261292,0.19710300862789154
mmlu,11,0,silent,40,749,30.0364990234375,0.8805665373802185,0.27651357650756836
mmlu,11,1,verbalizing,41,831,30.0139217376709,0.7203471660614014,0.23780736327171326
mmlu,11,10,silent,29,705,14.864007949829102,0.6647500395774841,0.2043273150920868
mmlu,11,11,silent,38,895,20.689014434814453,0.7415269017219543,0.19228234887123108
mmlu,11,12,silent,29,673,19.827922821044922,0.6439388394355774,0.22190916538238525
mmlu,11,15,verbalizing,29,699,12.407757759094238,0.6990360021591187,0.23825249075889587
mmlu,11,18,verbalizing,28,730,19.005109786987305,0.8129709362983704,0.20095780491828918
mmlu,11,19,silent,40,947,27.05098533630371,0.7699846625328064,0.13746178150177002
mmlu,11,2,verbalizing,42,974,32.79198455810547,0.6642178893089294,0.25375527143478394
mmlu,11,3,silent,28,634,16.582706451416016,0.6311652064323425,0.19767819344997406
mmlu,11,4,verbalizing,33,724,14.626561164855957,0.7309996485710144,0.14455293118953705
mmlu,11,5,silent,29,667,14.032022476196289,0.6129168272018433,0.14927175641059875
mmlu,11,6,verbalizing,33,851,24.009750366210938,0.7857458591461182,0.1699495166540146
mmlu,11,7,silent,43,1013,28.273822784423828,0.769024133682251,0.1916404664516449
mmlu,11,8,verbalizing,49,992,40.009727478027344,0.8968966603279114,0.2698226273059845
mmlu,11,9,verbalizing,43,904,34.012840270996094,0.8780052065849304,0.16381022334098816
mmlu,121,1,silent,43,953,20.61117172241211,0.7369850277900696,0.28174492716789246
mmlu,121,10,verbalizing,34,684,22.124902725219727,0.7215973138809204,0.29244792461395264
mmlu,121,11,silent,74,1469,64.92060852050781,0.8981878161430359,0.20466819405555725
mmlu,121,13,verbalizing,71,1320,59.85753631591797,0.7686976194381714,0.18545547127723694
mmlu,121,14,verbalizing,98,1852,88.6417465209961,0.9780992269515991,0.2259412705898285
mmlu,121,16,silent,88,1606,78.89298248291016,0.8241070508956909,0.13287369906902313
mmlu,121,2,verbalizing,45,735,20.713857650756836,0.8229438066482544,0.29461514949798584
mmlu,121,3,silent,88,1865,78.32551574707031,0.9654950499534607,0.3373408615589142
mmlu,121,5,verbalizing,48,931,33.347023010253906,0.7598975896835327,0.28397485613822937
mmlu,121,7,silent,62,1138,33.79014205932617,0.7757448554039001,0.2701755464076996
mmlu,121,8,silent,53,1172,44.01877212524414,0.8360777497291565,0.13726581633090973
mmlu,121,9,silent,53,1041,40.20128631591797,0.8057822585105896,0.28327009081840515
mmlu,122,0,silent,19,441,8.060949325561523,0.9666531682014465,0.32922035455703735
mmlu,122,1,silent,41,815,20.386905670166016,0.9829198122024536,0.33358103036880493
mmlu,122,10,verbalizing,47,913,27.25900650024414,0.9893957376480103,0.34692245721817017
mmlu,122,11,silent,34,667,19.422834396362305,0.9865949153900146,0.3414003551006317
mmlu,122,12,verbalizing,78,1523,65.30873107910156,0.9395267367362976,0.2902073264122009
mmlu,122,13,silent,20,466,8.823610305786133,0.956739604473114,0.3189271092414856
mmlu,122,14,silent,45,795,24.901147842407227,0.9765152335166931,0.20058581233024597
mmlu,122,15,silent,21,500,9.24093246459961,0.9672046899795532,0.32995954155921936
mmlu,122,16,verbalizing,36,702,17.781936645507812,0.9669840335845947,0.312507688999176
mmlu,122,17,silent,69,1088,56.030616760253906,0.930181622505188,0.3077937960624695
mmlu,122,18,silent,33,666,15.654327392578125,0.9808405041694641,0.3315054476261139
mmlu,122,19,silent,36,634,25.702701568603516,0.9606797695159912,0.24424521625041962
mmlu,122,2,verbalizing,51,918,32.46430969238281,0.9878156781196594,0.34712764620780945
mmlu,122,4,silent,75,1426,64.35343933105469,0.9932731986045837,0.31370750069618225
mmlu,122,5,verbalizing,28,570,12.263531684875488,0.9708301424980164,0.3361627757549286
mmlu,122,6,verbalizing,35,818,20.683063507080078,0.8998361229896545,0.1672821342945099
mmlu,122,7,verbalizing,56,998,32.44251251220703,0.9887134432792664,0.2576862573623657
mmlu,122,8,silent,30,572,18.147062301635742,0.9779987335205078,0.3359449803829193
mmlu,122,9,silent,38,661,16.746776580810547,0.9879183173179626,0.3425200581550598
mmlu,126,0,verbalizing,31,731,14.7529296875,0.6775699257850647,0.1751161366701126
mmlu,126,10,silent,33,635,23.998746871948242,0.6646398305892944,0.16013434529304504
mmlu,126,11,verbalizing,33,805,18.435361862182617,0.8280295133590698,0.31576886773109436
mmlu,126,12,silent,29,653,12.809362411499023,0.7648220062255859,0.2830050587654114
mmlu,126,13,silent,25,539,16.037565231323242,0.6458078622817993,0.20067310333251953
mmlu,126,14,silent,42,894,23.885618209838867,0.7305542230606079,0.2550748288631439
mmlu,126,16,silent,32,681,15.458967208862305,0.7572221755981445,0.29269006848335266
mmlu,126,17,silent,44,961,35.01280975341797,0.9462290406227112,0.32695475220680237
mmlu,126,18,silent,42,823,32.971004486083984,0.7090083956718445,0.17341378331184387
mmlu,126,19,silent,24,611,11.291316032409668,0.6558911800384521,0.17602844536304474
mmlu,126,3,silent,31,593,21.442913055419922,0.6986585259437561,0.2473248690366745
mmlu,126,4,silent,35,723,15.960217475891113,0.6651275753974915,0.17397496104240417
mmlu,126,5,verbalizing,43,855,28.659683227539062,0.8301592469215393,0.2657712399959564
mmlu,126,6,silent,25,534,16.003664016723633,0.7059288620948792,0.2695717513561249
mmlu,126,7,silent,29,657,20.022151947021484,0.6714340448379517,0.17187362909317017
mmlu,126,9,silent,51,1010,29.907032012939453,0.7517960071563721,0.2856608033180237
mmlu,130,10,silent,30,681,19.252470016479492,0.6429866552352905,0.1569260060787201
mmlu,130,11,silent,34,736,25.012638092041016,0.6504662036895752,0.18630340695381165
mmlu,130,12,verbalizing,32,713,13.022117614746094,0.7316098809242249,0.2734307050704956
mmlu,130,13,verbalizing,40,837,30.953271865844727,0.9456837773323059,0.22669926285743713
mmlu,130,14,silent,26,576,14.791715621948242,0.7019517421722412,0.2587963044643402
mmlu,130,15,silent,29,623,19.974323272705078,0.6865313053131104,0.22271712124347687
mmlu,130,16,silent,27,588,17.622684478759766,0.7634810209274292,0.2174304723739624
mmlu,130,18,verbalizing,26,596,16.778980255126953,0.6510466933250427,0.18895360827445984
mmlu,130,2,silent,29,637,18.937129974365234,0.647193968296051,0.23044386506080627
mmlu,130,3,silent,35,800,25.271574020385742,0.8192514777183533,0.1935805082321167
mmlu,130,4,silent,38,895,29.0240478515625,0.9098739624023438,0.23174495995044708
mmlu,130,5,silent,27,590,18.041156768798828,0.6519420742988586,0.21554186940193176
mmlu,130,6,silent,31,658,22.02071189880371,0.660228431224823,0.2222365438938141
mmlu,130,7,silent,40,934,28.976825714111328,0.8704904913902283,0.29003387689590454
mmlu,130,8,silent,32,685,23.034921646118164,0.8128074407577515,0.20087137818336487
mmlu,130,9,verbalizing,36,707,24.705217361450195,0.735155463218689,0.21129314601421356
mmlu,133,0,verbalizing,45,931,33.8305549621582,0.7084262371063232,0.25312069058418274
mmlu,133,1,silent,22,477,13.00108814239502,0.6372887492179871,0.17810414731502533
mmlu,133,10,silent,26,576,16.761882781982422,0.7213197946548462,0.2311541587114334
mmlu,133,11,silent,25,512,15.090326309204102,0.6679410338401794,0.23953859508037567
mmlu,133,14,silent,25,614,15.393501281738281,0.7024423480033875,0.19348841905593872
mmlu,133,17,silent,37,771,26.917978286743164,0.7300692796707153,0.27079519629478455
mmlu,133,18,verbalizing,26,646,13.572038650512695,0.76734459400177,0.22701184451580048
mmlu,133,19,verbalizing,22,507,10.059494018554688,0.7349215149879456,0.3135717511177063
mmlu,133,6,verbalizing,33,806,21.456926345825195,0.7288139462471008,0.174196258187294
mmlu,133,8,silent,27,619,11.635690689086914,0.6380808353424072,0.2285175323486328
mmlu,133,9,silent,25,546,15.964856147766113,0.6779024600982666,0.21149881184101105
mmlu,144,1,silent,37,759,25.95441246032715,0.7122204303741455,0.2620972990989685
mmlu,144,10,verbalizing,20,434,9.041818618774414,0.7101587653160095,0.25135961174964905
mmlu,144,11,verbalizing,26,541,14.021008491516113,0.7465266585350037,0.3030676245689392
mmlu,144,12,verbalizing,35,755,26.005279541015625,0.7097362279891968,0.2548072636127472
mmlu,144,13,verbalizing,30,640,20.98206329345703,0.7200053930282593,0.24235662817955017
mmlu,144,15,verbalizing,22,488,11.49975299835205,0.6914594173431396,0.29944002628326416
mmlu,144,16,verbalizing,29,575,19.855545043945312,0.7033789157867432,0.2651188373565674
mmlu,144,17,silent,22,472,13.05693531036377,0.6512615084648132,0.16111202538013458
mmlu,144,18,verbalizing,51,886,39.907596588134766,0.7088556885719299,0.24569740891456604
mmlu,144,19,verbalizing,17,387,5.706597328186035,0.7080544233322144,0.3002800941467285
mmlu,144,3,verbalizing,40,877,23.404888153076172,0.7816954255104065,0.2724958062171936
mmlu,144,4,verbalizing,41,753,31.99141502380371,0.7882314324378967,0.20452550053596497
mmlu,144,5,verbalizing,33,621,23.945995330810547,0.6428442597389221,0.15950137376785278
mmlu,144,6,verbalizing,16,369,6.411951541900635,0.6703417897224426,0.28405943512916565
mmlu,144,7,verbalizing,25,487,14.479545593261719,0.7113717198371887,0.26392531394958496
mmlu,144,8,verbalizing,33,749,13.04194450378418,0.6596987247467041,0.2046004831790924
mmlu,144,9,silent,33,686,17.09795570373535,0.8048104047775269,0.3033047914505005
mmlu,145,0,verbalizing,115,1884,105.97499084472656,0.9569166898727417,0.25130605697631836
mmlu,145,1,verbalizing,104,1941,93.46125793457031,0.9562832713127136,0.2905433475971222
mmlu,145,11,silent,37,974,27.9781551361084,0.8424764275550842,0.18986721336841583
mmlu,145,12,verbalizing,102,1826,85.1280517578125,0.9480409026145935,0.2601894736289978
mmlu,145,13,silent,32,609,22.57963752746582,0.8134636282920837,0.21684589982032776
mmlu,145,14,silent,110,1975,100.98287200927734,0.9469778537750244,0.23853905498981476
mmlu,145,15,silent,131,1892,122.00566101074219,0.9636345505714417,0.23181216418743134
mmlu,145,16,verbalizing,125,2022,107.77647399902344,0.8312601447105408,0.1701141893863678
mmlu,145,17,silent,58,1554,48.330909729003906,0.9982051849365234,0.32483571767807007
mmlu,145,18,verbalizing,135,2048,110.8923568725586,0.972411572933197,0.29767709970474243
mmlu,145,19,verbalizing,80,1408,69.9072265625,0.9720223546028137,0.31507712602615356
mmlu,145,2,silent,60,1045,27.504934310913086,0.9694236516952515,0.23175525665283203
mmlu,145,3,silent,40,878,21.40256118774414,0.9693700671195984,0.2629874646663666
mmlu,145,4,silent,88,1750,74.98239135742188,0.9769087433815002,0.290293425321579
mmlu,145,5,verbalizing,60,1306,28.065332412719727,0.9466750025749207,0.32107600569725037
mmlu,145,6,verbalizing,129,2048,88.65943908691406,0.9361900687217712,0.30072885751724243
mmlu,145,8,verbalizing,88,1822,73.90145111083984,0.9576541781425476,0.2630422115325928
mmlu,145,9,verbalizing,64,1324,30.72393226623535,0.9923093318939209,0.34405335783958435
mmlu,149,0,silent,43,849,32.684043884277344,0.7180031538009644,0.2497374266386032
mmlu,149,12,silent,33,669,23.414836883544922,0.6665636897087097,0.2505938410758972
mmlu,149,15,verbalizing,38,862,21.393177032470703,0.6804279088973999,0.23555967211723328
mmlu,149,17,verbalizing,24,584,11.915811538696289,0.7113971710205078,0.2785786986351013
mmlu,149,19,silent,30,540,19.108139038085938,0.6655832529067993,0.20561857521533966
mmlu,149,3,silent,41,746,32.0015754699707,0.6528241634368896,0.17495697736740112
mmlu,149,5,silent,34,623,20.585630416870117,0.7050894498825073,0.26943346858024597
mmlu,149,6,silent,25,467,11.973323822021484,0.6890638470649719,0.27285510301589966
mmlu,149,7,silent,46,879,31.86102294921875,0.7177273035049438,0.25648507475852966
mmlu,149,9,verbalizing,56,1002,43.35655212402344,0.7296932339668274,0.2891828417778015
mmlu,14,10,verbalizing,23,678,14.051244735717773,0.5917875170707703,0.08105646073818207
mmlu,14,11,verbalizing,26,718,17.04178810119629,0.6287304162979126,0.0866808071732521
mmlu,14,12,verbalizing,34,852,25.032508850097656,0.6323457360267639,0.07988054305315018
mmlu,14,13,verbalizing,38,924,29.018020629882812,0.6276434659957886,0.08224493265151978
mmlu,14,14,silent,37,839,28.030893325805664,0.6171054840087891,0.08329712599515915
mmlu,14,17,silent,36,883,26.83133888244629,0.650191605091095,0.11328665167093277
mmlu,14,18,verbalizing,34,838,24.690114974975586,0.6116741299629211,0.12848135828971863
mmlu,14,3,verbalizing,41,922,31.890270233154297,0.6539386510848999,0.11554360389709473
mmlu,14,4,verbalizing,40,944,31.02765464782715,0.6079133152961731,0.06733706593513489
mmlu,14,5,verbalizing,20,623,10.9784574508667,0.5694267749786377,0.09437578171491623
mmlu,14,6,verbalizing,60,1345,51.01081848144531,0.7108704447746277,0.07011633366346359
mmlu,14,7,silent,32,834,23.0355281829834,0.6100454926490784,0.07790808379650116
mmlu,14,9,verbalizing,22,611,13.013372421264648,0.5663453936576843,0.10137303918600082
mmlu,151,1,verbalizing,30,610,17.29574966430664,0.6581829786300659,0.21094611287117004
mmlu,151,10,silent,17,448,8.074685096740723,0.6056716442108154,0.18370121717453003
mmlu,151,11,silent,28,632,18.916091918945312,0.6728952527046204,0.2663206458091736
mmlu,151,12,silent,30,697,21.02298355102539,0.7080572843551636,0.1522623598575592
mmlu,151,13,silent,29,678,18.840206146240234,0.6942249536514282,0.2592354416847229
mmlu,151,14,silent,23,540,14.050976753234863,0.668445885181427,0.26522600650787354
mmlu,151,15,verbalizing,28,676,18.91781234741211,0.794372022151947,0.2423848807811737
mmlu,151,16,silent,24,573,15.0521240234375,0.6726515293121338,0.23259060084819794
mmlu,151,17,silent,19,479,10.04059886932373,0.658514678478241,0.17984558641910553
mmlu,151,18,silent,17,422,7.877908229827881,0.6174406409263611,0.1692100167274475
mmlu,151,19,silent,25,568,15.77473258972168,0.7387132048606873,0.260530561208725
mmlu,151,2,verbalizing,30,663,11.481573104858398,0.8025414347648621,0.21786801517009735
mmlu,151,3,silent,30,628,12.64438247680664,0.7803023457527161,0.3059532642364502
mmlu,151,4,silent,15,444,5.939948081970215,0.6221386194229126,0.19100789725780487
mmlu,151,5,silent,28,637,11.611089706420898,0.6685829162597656,0.22578458487987518
mmlu,151,6,silent,23,564,7.99219274520874,0.7254153490066528,0.2771333158016205
mmlu,151,7,silent,19,481,9.60301399230957,0.7242297530174255,0.257976233959198
mmlu,151,8,silent,15,443,6.087488174438477,0.6899473667144775,0.22561118006706238
mmlu,151,9,silent,30,702,19.580148696899414,0.6630809307098389,0.20221319794654846
mmlu,152,0,verbalizing,23,774,13.868156433105469,0.7207469940185547,0.2887857258319855
mmlu,152,1,verbalizing,27,779,16.953025817871094,0.7367432713508606,0.29809117317199707
mmlu,152,10,verbalizing,42,1154,33.02027893066406,0.777324914932251,0.2588787376880646
mmlu,152,11,verbalizing,56,1263,46.98263168334961,0.7683598399162292,0.24170728027820587
mmlu,152,12,verbalizing,28,856,19.015378952026367,0.736164391040802,0.24468711018562317
mmlu,152,19,silent,25,664,13.632822036743164,0.7052943706512451,0.2953251004219055
mmlu,152,2,verbalizing,30,842,20.197669982910156,0.7356004118919373,0.2996460497379303
mmlu,152,3,verbalizing,27,758,18.00921630859375,0.7057413458824158,0.23230135440826416
mmlu,152,4,verbalizing,33,984,24.031478881835938,0.7261200547218323,0.2199717015028
mmlu,152,5,silent,25,725,16.041255950927734,0.7341011762619019,0.20092043280601501
mmlu,152,7,verbalizing,34,1009,25.02618408203125,0.7300443649291992,0.2245071679353714
mmlu,152,9,verbalizing,33,895,24.0340518951416,0.7799565196037292,0.2130645215511322
mmlu,153,0,verbalizing,37,865,27.809926986694336,0.6267544627189636,0.14993533492088318
mmlu,153,1,silent,22,538,13.05555248260498,0.5481338500976562,0.08993135392665863
mmlu,153,10,silent,22,530,13.053263664245605,0.5680117011070251,0.15021131932735443
mmlu,153,11,silent,27,660,12.705253601074219,0.5949079990386963,0.22814293205738068
mmlu,153,12,silent,46,1043,36.49067306518555,0.6648508906364441,0.16319778561592102
