ds,pi,ridx,label,n,n_tokens,kurt,ent_all,ent_focused
gpqa,0,13,silent,237,3390,194.44412231445312,0.8970156311988831,0.2631099224090576
gpqa,0,14,silent,179,2710,130.9296875,0.8942901492118835,0.27464723587036133
gpqa,0,15,verbalizing,137,2271,123.30615234375,0.9093215465545654,0.33014097809791565
gpqa,0,16,verbalizing,194,3292,181.81033325195312,0.9614385366439819,0.34627431631088257
gpqa,0,17,verbalizing,142,2498,132.89962768554688,0.8866428136825562,0.1555113047361374
gpqa,0,18,verbalizing,312,8366,120.283203125,1.0272362232208252,0.35708433389663696
gpqa,0,2,verbalizing,171,2682,161.96803283691406,0.8388036489486694,0.15694323182106018
gpqa,0,4,verbalizing,189,3448,177.04269409179688,0.8818249106407166,0.30753907561302185
gpqa,0,6,verbalizing,167,3302,91.52204895019531,0.9316934943199158,0.3427017033100128
gpqa,0,9,verbalizing,151,2462,124.30082702636719,0.7962280511856079,0.2890348434448242
gpqa,101,0,verbalizing,186,4303,176.7574005126953,0.9036900997161865,0.2719133496284485
gpqa,101,1,silent,184,3586,88.63270568847656,0.9726307988166809,0.3225246071815491
gpqa,101,10,silent,244,4998,186.1936492919922,0.963050901889801,0.3249814212322235
gpqa,101,11,silent,166,3827,137.0934600830078,0.9723312258720398,0.3467405140399933
gpqa,101,12,silent,261,4945,223.56192016601562,0.9723764061927795,0.3238207697868347
gpqa,101,13,silent,138,2547,126.97831726074219,0.9426807761192322,0.2535228133201599
gpqa,101,14,silent,167,3349,132.31329345703125,0.9603297114372253,0.28511887788772583
gpqa,101,15,silent,168,3667,152.73658752441406,0.8252890110015869,0.25125598907470703
gpqa,101,16,silent,211,4785,192.84805297851562,0.9662432074546814,0.3297979533672333
gpqa,101,17,silent,148,3177,138.88949584960938,0.886990487575531,0.22289445996284485
gpqa,101,18,silent,119,2527,65.15391540527344,0.9643458724021912,0.2956307530403137
gpqa,101,19,silent,229,4780,201.14942932128906,0.9252821803092957,0.34462204575538635
gpqa,101,2,silent,89,1878,79.95289611816406,0.845474898815155,0.17777319252490997
gpqa,101,3,silent,280,5443,132.14939880371094,0.9748363494873047,0.3157385587692261
gpqa,101,4,silent,204,3582,194.53399658203125,0.9207916259765625,0.23299506306648254
gpqa,101,5,verbalizing,267,4672,108.72940826416016,0.9797385931015015,0.32836103439331055
gpqa,101,6,silent,170,3217,160.75265502929688,0.9378007054328918,0.26217013597488403
gpqa,101,7,silent,219,3886,209.9230499267578,0.9266766905784607,0.17554311454296112
gpqa,101,8,silent,176,3632,115.84147644042969,0.9781715273857117,0.26938799023628235
gpqa,101,9,verbalizing,314,5732,155.30799865722656,0.9522037506103516,0.27319473028182983
gpqa,105,0,silent,215,4372,188.66209411621094,0.9840349555015564,0.3161873519420624
gpqa,105,1,verbalizing,210,4393,153.2247314453125,0.9641557931900024,0.3286682069301605
gpqa,105,10,silent,203,4369,170.89987182617188,0.9359487891197205,0.30547890067100525
gpqa,105,11,silent,214,4331,172.02940368652344,0.8813155889511108,0.23929747939109802
gpqa,105,12,silent,197,4423,185.87364196777344,0.9758670926094055,0.31226256489753723
gpqa,105,13,verbalizing,310,6185,204.71060180664062,1.0016682147979736,0.3578021824359894
gpqa,105,14,verbalizing,255,5349,135.25466918945312,0.9775869846343994,0.3150922358036041
gpqa,105,15,verbalizing,234,5191,192.59646606445312,0.9041460156440735,0.30023717880249023
gpqa,105,16,silent,375,8130,102.45943450927734,0.9832519888877869,0.3252539336681366
gpqa,105,17,verbalizing,288,5834,148.6597442626953,0.985589325428009,0.32405218482017517
gpqa,105,18,silent,228,5147,106.10282135009766,0.976653516292572,0.30824917554855347
gpqa,105,19,silent,238,5153,130.12168884277344,0.9615218043327332,0.32478663325309753
gpqa,105,2,verbalizing,288,5593,208.11160278320312,0.9802453517913818,0.32087063789367676
gpqa,105,3,silent,293,6808,144.8791046142578,0.972185492515564,0.2924865186214447
gpqa,105,4,silent,236,4775,225.3936767578125,0.9217883944511414,0.30028003454208374
gpqa,105,5,verbalizing,227,4880,141.14845275878906,0.9770624041557312,0.31492796540260315
gpqa,105,6,silent,221,4945,99.86080169677734,0.9891975522041321,0.3217453360557556
gpqa,105,7,verbalizing,402,7393,389.83721923828125,0.9471480250358582,0.2909495532512665
gpqa,105,8,silent,271,5645,143.8491668701172,0.9940366148948669,0.3217879831790924
gpqa,105,9,silent,227,4814,139.07431030273438,0.9696204662322998,0.33416110277175903
gpqa,106,10,silent,121,2599,84.06201171875,0.8995577692985535,0.310856431722641
gpqa,106,11,silent,87,1941,59.54741287231445,0.7976514101028442,0.27600979804992676
gpqa,106,13,silent,276,5678,135.37686157226562,0.9854867458343506,0.32587629556655884
gpqa,106,14,silent,298,6271,211.00973510742188,0.9852568507194519,0.3281536400318146
gpqa,106,16,verbalizing,255,5786,151.55690002441406,0.9763524532318115,0.3383696377277374
gpqa,106,18,silent,296,5534,273.83660888671875,0.978877604007721,0.32168513536453247
gpqa,106,2,silent,79,1929,69.75904846191406,0.836633563041687,0.17771071195602417
gpqa,106,3,silent,42,1198,18.465059280395508,0.6498454213142395,0.2617050111293793
gpqa,106,5,silent,138,2934,118.7371826171875,0.9803417921066284,0.31093066930770874
gpqa,106,6,silent,142,3366,132.96121215820312,0.9193004965782166,0.2658763825893402
gpqa,106,9,verbalizing,164,3438,128.54647827148438,0.8907245397567749,0.2465636283159256
gpqa,10,0,verbalizing,48,1364,38.488197326660156,0.7101215124130249,0.1813744604587555
gpqa,10,11,silent,29,1200,20.01197052001953,0.6699766516685486,0.10096587240695953
gpqa,10,12,verbalizing,59,1903,49.90068817138672,0.7489651441574097,0.1926901638507843
gpqa,10,15,silent,117,2892,103.56324768066406,0.7898967862129211,0.25092869997024536
gpqa,10,16,verbalizing,39,1066,29.909061431884766,0.6790570616722107,0.13181699812412262
gpqa,10,17,verbalizing,261,5200,249.5161895751953,0.953684389591217,0.31563982367515564
gpqa,10,3,silent,44,1340,35.00619888305664,0.6707614660263062,0.13489243388175964
gpqa,10,4,silent,62,1714,53.01671600341797,0.7274932861328125,0.12571033835411072
gpqa,10,5,verbalizing,95,2287,85.5541763305664,0.7311815619468689,0.17004325985908508
gpqa,10,7,silent,57,1493,48.00177764892578,0.7121325135231018,0.1054535061120987
gpqa,10,9,verbalizing,45,1230,35.993865966796875,0.6799847483634949,0.16300871968269348
gpqa,112,0,silent,123,2991,114.00709533691406,0.8556734919548035,0.10562410205602646
gpqa,112,1,silent,36,1062,20.69474983215332,0.815707266330719,0.24690775573253632
gpqa,112,11,verbalizing,73,1884,58.65958786010742,0.8575780391693115,0.30977118015289307
gpqa,112,12,verbalizing,123,3267,114.00718688964844,0.9173666834831238,0.09354563057422638
gpqa,112,13,silent,64,1799,35.08913040161133,0.8000210523605347,0.24838916957378387
gpqa,112,15,silent,87,2606,76.89572143554688,0.7505303621292114,0.08293303847312927
gpqa,112,16,verbalizing,57,1447,27.771305084228516,0.8385346531867981,0.25240954756736755
gpqa,112,17,silent,40,1122,30.796566009521484,0.6467135548591614,0.2397518903017044
gpqa,112,18,silent,37,1167,25.612335205078125,0.581189751625061,0.19891786575317383
gpqa,112,19,silent,18,761,9.053532600402832,0.54832524061203,0.10244277864694595
gpqa,112,2,silent,31,947,19.07741355895996,0.7306243181228638,0.23965589702129364
gpqa,112,3,silent,47,1268,38.01953887939453,0.9020223021507263,0.268661230802536
gpqa,112,5,silent,74,1902,64.04634094238281,0.8358495235443115,0.25656917691230774
gpqa,112,6,silent,46,1560,37.01784133911133,0.7033787965774536,0.18855556845664978
gpqa,112,8,silent,22,757,12.99212646484375,0.5668491721153259,0.15234044194221497
gpqa,112,9,silent,26,864,10.486098289489746,0.6253699660301208,0.22926096618175507
gpqa,116,0,silent,120,2818,98.4858627319336,0.9567063450813293,0.2569420337677002
gpqa,116,1,silent,159,3250,149.47299194335938,0.9636019468307495,0.25982820987701416
gpqa,116,10,silent,139,3192,129.6884765625,0.9538912177085876,0.2870959937572479
gpqa,116,11,silent,75,1779,65.6161880493164,0.9147956967353821,0.30159634351730347
gpqa,116,12,silent,146,3185,136.98382568359375,0.8896332383155823,0.23086147010326385
gpqa,116,13,silent,41,1042,21.931690216064453,0.907147228717804,0.06088534742593765
gpqa,116,14,silent,119,3005,95.58820343017578,0.8443609476089478,0.24027740955352783
gpqa,116,15,silent,112,2607,102.54141998291016,0.9388337731361389,0.33181923627853394
gpqa,116,16,silent,89,1807,77.84821319580078,0.9130247235298157,0.33810490369796753
gpqa,116,17,silent,76,1597,34.0762939453125,0.8124455809593201,0.3139856457710266
gpqa,116,18,silent,165,4112,82.90833282470703,0.9026904702186584,0.3313998579978943
gpqa,116,19,silent,119,2490,104.7924575805664,0.8673030734062195,0.24099190533161163
gpqa,116,2,silent,143,3092,111.12501525878906,0.9596511721611023,0.252574622631073
gpqa,116,3,verbalizing,44,1360,20.46424674987793,0.7665834426879883,0.26956552267074585
gpqa,116,4,silent,22,774,11.921324729919434,0.683117151260376,0.24384963512420654
gpqa,116,5,silent,91,2010,67.61377716064453,0.8578414916992188,0.3107277452945709
gpqa,116,6,verbalizing,169,3588,91.58287048339844,0.9527601599693298,0.34111684560775757
gpqa,116,7,silent,75,1747,38.337791442871094,0.9016062617301941,0.33836808800697327
gpqa,116,8,silent,232,4686,222.5841064453125,0.9206640124320984,0.2887952923774719
gpqa,116,9,silent,141,2788,95.39934539794922,0.8620666265487671,0.32005590200424194
gpqa,11,1,silent,18,421,9.076252937316895,0.5423800349235535,0.10221495479345322
gpqa,11,10,silent,19,448,9.534716606140137,0.597288191318512,0.1779344528913498
gpqa,11,11,silent,26,636,17.016244888305664,0.6097084283828735,0.15848179161548615
gpqa,11,13,verbalizing,63,1282,29.24527931213379,0.6721977591514587,0.2648124694824219
gpqa,11,16,verbalizing,42,778,32.20038604736328,0.6088459491729736,0.1730310618877411
gpqa,11,18,silent,41,833,31.507427215576172,0.6353378295898438,0.18256139755249023
gpqa,11,19,silent,29,606,20.030109405517578,0.5764849185943604,0.09437732398509979
gpqa,11,2,verbalizing,82,1633,71.55724334716797,0.6332789659500122,0.16566863656044006
gpqa,11,3,silent,35,762,25.061777114868164,0.5886971950531006,0.12872065603733063
gpqa,11,4,silent,48,1119,37.39152908325195,0.681755781173706,0.2297140657901764
gpqa,11,6,silent,20,467,10.483847618103027,0.5795435309410095,0.15480747818946838
gpqa,11,7,silent,19,459,9.530572891235352,0.6042105555534363,0.18003198504447937
gpqa,11,8,silent,26,595,16.464109420776367,0.582443118095398,0.15379634499549866
gpqa,125,0,silent,231,4837,212.1688232421875,0.9361110925674438,0.3224699795246124
gpqa,125,1,silent,190,4054,180.4154510498047,0.9735246300697327,0.2815530598163605
gpqa,125,10,silent,51,1455,41.71459197998047,0.6683546900749207,0.16102005541324615
gpqa,125,11,silent,313,6508,174.41845703125,0.9783889651298523,0.3137137293815613
gpqa,125,12,silent,347,6768,212.55392456054688,0.9856311678886414,0.3323363661766052
gpqa,125,13,silent,238,4475,217.0122528076172,0.9035667181015015,0.2706551253795624
gpqa,125,14,silent,115,2643,105.989990234375,0.9183018803596497,0.2193794548511505
gpqa,125,15,silent,337,6258,147.09222412109375,0.9929350018501282,0.3398556113243103
gpqa,125,16,silent,308,5840,295.62884521484375,0.9860342741012573,0.30706197023391724
gpqa,125,17,silent,123,2793,83.55180358886719,0.9922903776168823,0.3124854564666748
gpqa,125,18,silent,171,3720,160.56333923339844,0.9473009705543518,0.3075173497200012
gpqa,125,19,silent,257,5568,194.32449340820312,0.9762501120567322,0.33021172881126404
gpqa,125,2,silent,288,5946,101.1527328491211,0.9876291155815125,0.32960984110832214
gpqa,125,3,verbalizing,273,4722,184.04605102539062,0.9845249056816101,0.34093111753463745
gpqa,125,4,silent,419,8085,157.05096435546875,0.9799232482910156,0.32574790716171265
gpqa,125,5,silent,242,5152,157.9674530029297,0.9798080325126648,0.3382147550582886
gpqa,125,6,silent,73,1872,57.832427978515625,0.7389703392982483,0.25993895530700684
gpqa,125,7,verbalizing,408,7755,190.89756774902344,0.9689835906028748,0.31836801767349243
gpqa,125,8,silent,44,1321,24.836828231811523,0.7778732180595398,0.2590979337692261
gpqa,126,1,silent,100,2980,68.82801818847656,0.8442273736000061,0.2729945778846741
gpqa,126,14,silent,80,2300,70.09828186035156,0.8411114811897278,0.21103203296661377
gpqa,126,19,verbalizing,282,7150,127.2612533569336,0.9484742283821106,0.30350834131240845
gpqa,126,4,verbalizing,257,6339,96.55812072753906,0.9685059189796448,0.3271818459033966
gpqa,129,0,verbalizing,206,4362,186.86520385742188,0.9555186629295349,0.3406408429145813
gpqa,129,1,verbalizing,112,2352,99.75260162353516,0.9053999781608582,0.32083338499069214
gpqa,129,10,verbalizing,192,3510,153.4809112548828,0.9159660339355469,0.32998910546302795
gpqa,129,11,silent,216,4026,202.84962463378906,0.9329416751861572,0.29930296540260315
gpqa,129,12,verbalizing,152,2929,117.78433990478516,0.8859764337539673,0.32939252257347107
gpqa,129,13,silent,268,4964,206.4501495361328,0.9318494200706482,0.3257904648780823
gpqa,129,14,silent,140,2631,120.444091796875,0.8566804528236389,0.17657527327537537
gpqa,129,15,verbalizing,113,2106,95.88468933105469,0.8743159174919128,0.2815002501010895
gpqa,129,16,verbalizing,104,2448,86.76690673828125,0.918175458908081,0.32591548562049866
gpqa,129,17,verbalizing,215,4373,204.96475219726562,0.9302312135696411,0.3228885233402252
gpqa,129,18,verbalizing,251,4626,241.86093139648438,0.9458125829696655,0.31677043437957764
gpqa,129,19,verbalizing,157,3520,110.1046371459961,0.9462559819221497,0.32580098509788513
gpqa,129,2,silent,259,5110,215.30184936523438,0.9095681309700012,0.3359387218952179
gpqa,129,3,verbalizing,171,4125,149.9806671142578,0.9084395170211792,0.3279290795326233
gpqa,129,4,verbalizing,115,2542,105.97505187988281,0.9715321063995361,0.3063344359397888
gpqa,129,5,silent,76,1561,66.95521545410156,0.966644287109375,0.2949235141277313
gpqa,129,6,verbalizing,187,3561,132.45675659179688,0.8596773147583008,0.2909330129623413
gpqa,129,7,silent,109,2322,90.80754089355469,0.8082428574562073,0.19462229311466217
gpqa,129,8,verbalizing,183,3423,121.15096282958984,0.8740836977958679,0.29354339838027954
gpqa,129,9,silent,143,2683,133.95510864257812,0.9106625914573669,0.31105345487594604
gpqa,130,0,silent,116,2475,106.8888168334961,0.822885274887085,0.15614746510982513
gpqa,130,10,verbalizing,157,3395,102.1352310180664,0.9219924807548523,0.3303157389163971
gpqa,130,11,silent,377,6917,247.2884979248047,0.9700616598129272,0.3348296284675598
gpqa,130,12,verbalizing,158,3342,148.49856567382812,0.9778913855552673,0.21042363345623016
gpqa,130,13,silent,60,1500,43.8281135559082,0.7094011306762695,0.2779747247695923
gpqa,130,15,silent,96,2016,84.47845458984375,0.7473862767219543,0.25625717639923096
gpqa,130,18,silent,137,3003,118.93916320800781,0.8233142495155334,0.17318102717399597
gpqa,130,19,silent,102,1960,91.92426300048828,0.6726303100585938,0.19074304401874542
gpqa,130,2,silent,309,6394,294.5648498535156,0.945865273475647,0.3303086459636688
gpqa,130,5,silent,353,7188,114.1429214477539,0.9860830903053284,0.32562485337257385
gpqa,130,6,silent,139,3259,128.36048889160156,0.8430510759353638,0.20504789054393768
gpqa,130,8,silent,133,2860,123.62650299072266,0.8532980680465698,0.19920781254768372
gpqa,130,9,silent,123,2027,53.975250244140625,0.7186024785041809,0.29229408502578735
gpqa,131,0,verbalizing,402,7692,130.23953247070312,0.9439738988876343,0.2736654579639435
gpqa,131,14,verbalizing,277,4691,257.2498474121094,0.9540079832077026,0.32916349172592163
gpqa,131,15,silent,287,6157,136.51678466796875,0.9304111003875732,0.2647419571876526
gpqa,131,3,silent,474,8403,136.34385681152344,0.9406458139419556,0.28300148248672485
gpqa,131,4,verbalizing,313,5865,88.06260681152344,0.9377115964889526,0.27457642555236816
gpqa,131,5,silent,330,5702,293.4361572265625,0.9412606954574585,0.26986512541770935
gpqa,131,6,silent,205,3896,191.60948181152344,0.9471834897994995,0.3145538866519928
gpqa,131,8,silent,454,7683,190.2506103515625,0.9336394667625427,0.2616956830024719
gpqa,134,0,verbalizing,337,8277,132.4257049560547,0.9836698174476624,0.32603877782821655
gpqa,134,1,silent,247,5768,103.91981506347656,0.9749486446380615,0.3146573603153229
gpqa,134,10,silent,145,3554,135.78187561035156,0.8902562856674194,0.2427932322025299
gpqa,134,11,silent,277,6758,246.4876251220703,0.9936441779136658,0.30394527316093445
gpqa,134,12,verbalizing,217,4967,180.36508178710938,0.9729030132293701,0.3263553977012634
gpqa,134,13,silent,128,3073,115.22064208984375,0.8436891436576843,0.22077199816703796
gpqa,134,14,verbalizing,329,7147,242.5131072998047,0.9777504801750183,0.3272782862186432
gpqa,134,18,silent,336,7806,124.5178451538086,0.98002690076828,0.3260042369365692
gpqa,134,19,silent,94,2382,84.9787826538086,0.909178614616394,0.2853028178215027
gpqa,134,2,silent,235,5467,141.99842834472656,0.986892580986023,0.33116182684898376
gpqa,134,3,silent,148,3334,96.69239807128906,0.9514002203941345,0.3438427448272705
gpqa,134,4,verbalizing,208,4851,173.2339630126953,0.9758985042572021,0.330422580242157
gpqa,134,5,silent,62,1808,51.82883834838867,0.8810654878616333,0.28315669298171997
gpqa,134,6,silent,336,7821,207.871826171875,0.9890941977500916,0.3319260776042938
gpqa,134,7,silent,241,5475,78.19407653808594,0.987606942653656,0.32839667797088623
gpqa,134,8,silent,263,5762,121.92204284667969,0.9788712859153748,0.31500712037086487
gpqa,134,9,silent,243,5708,98.7082748413086,0.97788405418396,0.324046790599823
gpqa,135,10,verbalizing,240,5241,211.3965606689453,0.9596206545829773,0.3271748125553131
gpqa,135,13,silent,115,2723,103.7340087890625,0.9675437808036804,0.3506736755371094
gpqa,135,14,silent,221,5536,88.4607162475586,0.9739744663238525,0.31915855407714844
gpqa,135,18,silent,224,5257,213.1769256591797,0.9639690518379211,0.3216952681541443
gpqa,135,2,silent,216,5089,206.8655242919922,0.950667679309845,0.32599666714668274
gpqa,135,3,silent,30,1023,19.980113983154297,0.7738267183303833,0.2806476950645447
gpqa,135,4,verbalizing,290,6618,185.61618041992188,0.965847909450531,0.3062945008277893
gpqa,135,5,verbalizing,201,4304,176.3860626220703,0.9775869846343994,0.3351111114025116
gpqa,135,6,verbalizing,161,3655,117.48725891113281,0.9618266820907593,0.273271381855011
gpqa,135,8,silent,249,4989,156.57571411132812,0.9613581299781799,0.30908626317977905
gpqa,139,0,silent,162,3474,151.9563446044922,0.9683443903923035,0.22249142825603485
gpqa,139,10,verbalizing,87,1888,76.14749908447266,0.9278048276901245,0.2516966760158539
gpqa,139,11,verbalizing,113,2090,101.61968994140625,0.8791109323501587,0.19741865992546082
gpqa,139,12,verbalizing,63,1613,52.180908203125,0.8959463238716125,0.22901472449302673
gpqa,139,13,verbalizing,90,2309,54.5269889831543,0.7839420437812805,0.28829795122146606
gpqa,139,15,verbalizing,177,3539,151.57379150390625,0.9749183654785156,0.23368501663208008
gpqa,139,18,silent,24,848,15.049365043640137,0.848815381526947,0.2741173505783081
gpqa,139,19,silent,90,1843,74.04481506347656,0.939022958278656,0.12198032438755035
gpqa,139,3,verbalizing,85,1808,73.13981628417969,0.9052563905715942,0.11617616564035416
gpqa,139,6,silent,276,5057,258.6410217285156,0.936399519443512,0.32562482357025146
gpqa,139,8,verbalizing,108,2256,94.29685974121094,0.940706193447113,0.18198491632938385
gpqa,139,9,silent,39,1071,28.88718605041504,0.8879441022872925,0.30760419368743896
gpqa,142,0,verbalizing,56,1165,47.01934051513672,0.7631338834762573,0.11401726305484772
gpqa,142,1,silent,52,1270,42.98097229003906,0.7470563650131226,0.15419615805149078
gpqa,142,11,verbalizing,32,822,23.037023544311523,0.7333939075469971,0.15975125133991241
gpqa,142,12,verbalizing,28,623,19.04347801208496,0.6917518973350525,0.09134411066770554
gpqa,142,14,silent,36,880,27.03224754333496,0.7417755722999573,0.09963759034872055
gpqa,142,15,verbalizing,31,746,22.03839683532715,0.7324180603027344,0.22357547283172607
gpqa,142,16,silent,25,633,16.04999542236328,0.6769614815711975,0.0807223990559578
gpqa,142,17,verbalizing,32,756,23.036991119384766,0.7511568069458008,0.14941611886024475
gpqa,142,18,verbalizing,34,885,25.034442901611328,0.7319262623786926,0.17431887984275818
gpqa,142,19,verbalizing,90,1755,81.00901794433594,0.8028071522712708,0.13317400217056274
gpqa,142,2,verbalizing,46,1017,37.02438735961914,0.7482413053512573,0.10859274864196777
gpqa,147,0,verbalizing,174,3951,158.704345703125,0.9418206810951233,0.28789475560188293
gpqa,147,11,silent,49,1318,40.02135467529297,0.5805541276931763,0.0814015120267868
gpqa,147,12,verbalizing,95,2065,78.95817565917969,0.7278468608856201,0.25706928968429565
gpqa,147,13,verbalizing,52,1384,39.70446014404297,0.720154345035553,0.22765572369098663
gpqa,147,15,verbalizing,34,725,15.352755546569824,0.647699236869812,0.22600314021110535
gpqa,147,16,verbalizing,33,845,24.033226013183594,0.7087703943252563,0.1344992071390152
gpqa,147,2,verbalizing,34,894,25.03292465209961,0.5702260136604309,0.07596787810325623
gpqa,147,3,verbalizing,151,3542,141.84088134765625,0.8409632444381714,0.11892567574977875
gpqa,147,5,verbalizing,161,3738,145.12564086914062,0.9557428956031799,0.30572396516799927
gpqa,147,7,verbalizing,136,3285,123.4223403930664,0.8539084196090698,0.25512751936912537
gpqa,147,8,silent,20,626,10.874700546264648,0.613400399684906,0.18787039816379547
gpqa,149,0,silent,365,7138,304.95672607421875,0.8507177233695984,0.3414103388786316
gpqa,149,1,silent,370,7888,352.6315002441406,0.9408267140388489,0.2853582501411438
gpqa,149,10,silent,218,4846,196.0882568359375,0.8291894197463989,0.23618166148662567
gpqa,149,12,silent,253,6094,123.45426177978516,0.9165055155754089,0.3483635187149048
gpqa,149,14,verbalizing,363,7105,348.3246154785156,0.974173903465271,0.3558669090270996
gpqa,149,15,silent,159,4303,147.75430297851562,0.8431047797203064,0.19000867009162903
gpqa,149,16,silent,326,7392,302.6807861328125,0.9661303758621216,0.34997743368148804
gpqa,149,17,silent,294,6742,282.6304931640625,0.9814483523368835,0.3491990864276886
gpqa,149,2,silent,291,7092,186.57412719726562,0.896175742149353,0.3226405084133148
gpqa,149,5,verbalizing,380,8061,304.0423278808594,1.005856990814209,0.3584648668766022
gpqa,149,8,verbalizing,288,6308,217.7286376953125,0.9158608317375183,0.3514939248561859
gpqa,149,9,verbalizing,367,8018,255.78555297851562,0.9911242127418518,0.35282379388809204
gpqa,14,0,silent,27,738,17.94887924194336,0.7766929864883423,0.2577512860298157
gpqa,14,10,silent,35,708,15.623929023742676,0.6584133505821228,0.2722298502922058
gpqa,14,12,silent,56,1129,43.6465950012207,0.8009881973266602,0.22983603179454803
gpqa,14,13,silent,31,676,22.036529541015625,0.7580164670944214,0.2514210641384125
gpqa,14,17,silent,47,807,32.23406982421875,0.6964958310127258,0.2828226685523987
gpqa,14,18,verbalizing,69,1336,57.785682678222656,0.9486438035964966,0.2470720261335373
gpqa,14,3,silent,56,1203,47.01095199584961,0.9184693694114685,0.18003612756729126
gpqa,14,4,verbalizing,64,1366,39.999961853027344,0.9689167737960815,0.27209046483039856
gpqa,14,5,silent,180,3131,121.05611419677734,0.963873028755188,0.3193095326423645
gpqa,14,6,silent,87,1742,64.54681396484375,0.928019106388092,0.2769566476345062
gpqa,14,7,verbalizing,90,1829,68.83399963378906,0.9558067321777344,0.2463671714067459
gpqa,14,8,verbalizing,51,936,41.997230529785156,0.9491105675697327,0.16083472967147827
gpqa,14,9,silent,26,636,15.269526481628418,0.6965181231498718,0.2920612692832947
gpqa,152,0,silent,380,8363,370.636474609375,0.9535090327262878,0.3112291991710663
gpqa,152,10,silent,311,6644,217.80148315429688,0.980857253074646,0.32997459173202515
gpqa,152,11,silent,358,7754,329.2749328613281,0.9890334606170654,0.329255074262619
gpqa,152,12,silent,298,5811,217.66162109375,0.9809244871139526,0.32507088780403137
gpqa,152,13,verbalizing,354,7352,343.8074645996094,0.9617964029312134,0.31461459398269653
gpqa,152,15,verbalizing,369,8363,306.8912048339844,0.9888754487037659,0.3379565179347992
gpqa,152,17,silent,330,6708,275.7489318847656,0.9821957945823669,0.3348889946937561
gpqa,152,18,verbalizing,227,5164,207.8118133544922,0.9805516600608826,0.2187219113111496
gpqa,152,19,verbalizing,228,4970,216.1292266845703,0.8911581039428711,0.24924452602863312
gpqa,152,2,verbalizing,308,5988,177.622802734375,0.9814577698707581,0.3372996151447296
gpqa,152,5,verbalizing,327,7064,156.27674865722656,0.9563659429550171,0.3320382237434387
gpqa,152,6,verbalizing,445,8363,368.590576171875,0.9190927743911743,0.3055904805660248
gpqa,152,7,verbalizing,244,6026,189.2479248046875,0.976022481918335,0.33267742395401
gpqa,152,8,silent,344,6765,270.9810791015625,0.9867168068885803,0.3279854953289032
gpqa,152,9,silent,333,7309,140.5592041015625,0.9965428709983826,0.33337804675102234
gpqa,157,15,silent,290,7894,142.24330139160156,0.9939894080162048,0.35170745849609375
gpqa,157,19,verbalizing,287,7420,186.84414672851562,0.9911317229270935,0.3578893542289734
gpqa,157,5,silent,228,5781,175.72909545898438,0.9154637455940247,0.3660915493965149
gpqa,157,7,verbalizing,245,6343,101.16434478759766,0.9732962846755981,0.3442331850528717
gpqa,15,1,silent,188,4352,159.94752502441406,0.9741092920303345,0.31692638993263245
gpqa,15,10,silent,63,1714,52.52329635620117,0.627475380897522,0.17900203168392181
gpqa,15,11,silent,160,4096,150.38040161132812,0.9287310838699341,0.23005899786949158
gpqa,15,12,silent,220,5700,89.90167236328125,0.9986812472343445,0.34793534874916077
gpqa,15,13,silent,366,6786,350.56951904296875,0.9795772433280945,0.3283066153526306
gpqa,15,14,silent,159,3894,131.63711547851562,0.9510335326194763,0.3372001647949219
gpqa,15,15,silent,87,2328,74.09880828857422,0.7942001223564148,0.17827901244163513
gpqa,15,16,verbalizing,405,7682,142.0806884765625,0.989599347114563,0.33944275975227356
gpqa,15,17,silent,123,2664,112.3186264038086,0.8157652020454407,0.15267063677310944
gpqa,15,18,verbalizing,334,6030,147.41468811035156,0.9918386936187744,0.3389129340648651
gpqa,15,19,silent,27,875,13.266166687011719,0.5710187554359436,0.14806456863880157
gpqa,15,2,silent,318,6628,149.312255859375,0.9916991591453552,0.3358164429664612
gpqa,15,3,silent,303,6573,149.63719177246094,0.9910316467285156,0.33654943108558655
gpqa,15,4,silent,257,5842,121.80058288574219,0.9301967620849609,0.33645540475845337
gpqa,15,5,silent,37,940,27.831111907958984,0.6349008083343506,0.1288246065378189
gpqa,15,6,silent,213,4639,203.886474609375,0.9657948613166809,0.3134653568267822
gpqa,15,8,silent,253,5287,234.5028076171875,0.967013955116272,0.35169297456741333
gpqa,15,9,verbalizing,233,5078,180.40243530273438,0.9866176843643188,0.32646089792251587
gpqa,160,0,silent,271,5712,79.17182922363281,0.9503528475761414,0.37506458163261414
gpqa,160,1,verbalizing,308,6425,205.51840209960938,0.9657367467880249,0.37730342149734497
gpqa,160,12,verbalizing,286,6217,161.60104370117188,0.9979658722877502,0.35476571321487427
gpqa,160,13,verbalizing,245,5321,234.4773712158203,0.9523306488990784,0.26904720067977905
gpqa,160,14,verbalizing,234,5971,181.65164184570312,0.8983225226402283,0.3250057101249695
gpqa,160,15,verbalizing,297,6742,175.1256561279297,0.9473997950553894,0.3703060448169708
gpqa,160,16,silent,321,6571,268.2603759765625,0.9485930800437927,0.34700167179107666
gpqa,160,18,verbalizing,333,6189,301.35369873046875,0.9606764912605286,0.36497020721435547
gpqa,160,19,verbalizing,221,5352,90.69109344482422,0.8634842038154602,0.3525310158729553
gpqa,160,2,verbalizing,187,4381,123.25172424316406,0.864564061164856,0.34682154655456543
